Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: Trpc6 mean,Nucleus: Trpc6 sum,Nucleus: Trpc6 std dev,Nucleus: Trpc6 max,Nucleus: Trpc6 min,Nucleus: Trpc6 range,Nucleus: Dapi mean,Nucleus: Dapi sum,Nucleus: Dapi std dev,Nucleus: Dapi max,Nucleus: Dapi min,Nucleus: Dapi range,Nucleus: Th mean,Nucleus: Th sum,Nucleus: Th std dev,Nucleus: Th max,Nucleus: Th min,Nucleus: Th range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: Trpc6 mean,Cell: Trpc6 std dev,Cell: Trpc6 max,Cell: Trpc6 min,Cell: Dapi mean,Cell: Dapi std dev,Cell: Dapi max,Cell: Dapi min,Cell: Th mean,Cell: Th std dev,Cell: Th max,Cell: Th min,Cytoplasm: Trpc6 mean,Cytoplasm: Trpc6 std dev,Cytoplasm: Trpc6 max,Cytoplasm: Trpc6 min,Cytoplasm: Dapi mean,Cytoplasm: Dapi std dev,Cytoplasm: Dapi max,Cytoplasm: Dapi min,Cytoplasm: Th mean,Cytoplasm: Th std dev,Cytoplasm: Th max,Cytoplasm: Th min,Nucleus/Cell area ratio
9937_2.tif,79e62956-cb0b-4f37-8ef1-7b39495b84c8,Cell,,,VTA,Polygon,598.6,266.62,9.9207,13.0534,0.7316,5.1465,2.8075,0.8406,5.3858,684,7.2463,36,2,34,53.3543,6776,29.662,130,2,128,2.6299,334,1.2649,9,2,7,50.41,29.0256,0.7519,10.88,7.1377,0.799,4.8203,6.8548,40,2,25.0874,23.0775,130,2,2.7456,1.7509,19,2,4.6773,6.7522,40,2,17.9363,13.8748,72,2,2.7749,1.8537,19,2,0.1995
9937_2.tif,6ca782df-56bc-40ae-92de-472e45aeaf01,Cell,,,VTA,Polygon,577.12,269.3,37.747,27.8377,0.6121,9.49,6.2559,0.8299,4.5271,2173,6.2721,47,2,45,79.6042,38210,32.5877,221,8,213,2.8146,1351,1.9095,22,2,20,185.0249,52.509,0.8433,18.7883,13.1082,0.6911,4.6159,6.4259,65,2,32.1729,31.6915,221,2,2.868,1.994,30,2,4.6393,6.4674,65,2,19.636,15.4102,112,2,2.8822,2.016,30,2,0.2069
9937_2.tif,575a5124-597f-4205-98cb-f970c691ac22,Cell,,,VTA,Polygon,588.31,273.22,67.4284,30.2875,0.9237,10.8899,7.9144,0.6798,4.4899,3767,5.7433,42,2,40,242.2944,203285,28.4706,255,90,165,2.5638,2151,1.5154,20,2,18,183.7344,50.6394,0.9004,17.2585,13.0774,0.616,5.0618,6.5578,67,2,104.057,108.4024,255,2,2.9141,1.9524,24,2,5.3946,6.9685,67,2,23.6262,22.8416,155,2,3.1179,2.1408,24,2,0.3654
9937_2.tif,4b8d4c0a-7031-4f12-bed3-447902d78f22,Cell,,,VTA,Polygon,511.45,269.71,13.3889,14.2137,0.8328,5.2923,3.847,0.6382,5.6512,972,6.6986,41,2,39,79.7733,13721,32.5104,170,23,147,3.3198,571,1.8754,10,2,8,103.4817,38.2081,0.8908,14.5282,9.4244,0.7552,5.0732,6.1707,42,2,28.235,27.2862,170,2,3.1144,2.0462,21,2,4.9838,6.0833,42,2,20.2704,14.9273,106,2,3.0827,2.0703,21,2,0.1265
9937_2.tif,9afdb261-6ae7-49cb-8d9b-e5fd5452568d,Cell,,,VTA,Polygon,547.14,276.81,52.1038,31.1035,0.6768,11.3189,7.1144,0.832,3.9335,2545,4.722,43,2,41,223.3879,144532,46.636,255,31,224,2.6352,1705,1.5339,19,2,17,211.1574,57.3162,0.8077,19.6999,16.2293,0.5899,4.0672,5.0275,58,2,70.57,93.0386,255,2,2.9309,2.0889,25,2,4.1109,5.124,58,2,20.4823,24.7878,202,2,3.0279,2.2329,25,2,0.2433
9937_2.tif,b9e75982-ca71-4e21-9a1d-8cc893e4e2ae,Cell,,,VTA,Polygon,473.9,275.56,24.842,20.4018,0.75,7.3641,4.346,0.7863,5.5513,1732,6.0844,43,2,41,213.4263,66589,38.6301,255,87,168,2.8237,881,1.4494,9,2,7,176.1527,49.7879,0.893,16.8832,13.0171,0.551,5.212,6.4478,78,2,113.1314,104.0293,255,2,2.8178,1.5981,18,2,5.1554,6.5062,78,2,96.4156,102.0868,255,2,2.8168,1.622,18,2,0.1418
9937_2.tif,4533718d-49f8-41ff-a6d6-c527b1b74269,Cell,,,VTA,Polygon,515.77,279.51,42.1024,26.6498,0.745,9.8299,6.3081,0.7928,5.6095,2945,6.3431,39,2,37,131.9619,69280,40.5423,242,24,218,3.181,1670,1.8799,12,2,10,143.2451,47.8122,0.7874,17.8734,12.7027,0.7243,5.559,6.7669,66,2,58.5792,55.5222,242,2,3.1,1.9247,18,2,5.5378,6.9389,66,2,27.8813,22.1107,121,2,3.0661,1.9429,18,2,0.2929
9937_2.tif,00cbcf38-5544-4373-b2e4-3259f222211f,Cell,,,VTA,Polygon,504.15,277.32,21.1319,20.2589,0.647,7.9023,4.1263,0.8957,4.7154,1259,5.1687,29,2,27,74.2959,19837,30.5498,179,9,170,2.9663,792,1.7757,13,2,11,92.9157,37.7274,0.8203,13.2846,9.8638,0.7177,5.2047,6,46,2,37.9055,30.0208,179,2,3.1206,1.8935,14,2,5.3521,6.2239,46,2,26.9391,19.3057,136,2,3.167,1.9261,14,2,0.2257
9937_2.tif,dff11478-d834-492c-a5a0-259740649ae3,Cell,,,VTA,Polygon,456.47,282.82,77.5911,40.8107,0.5854,16.8662,6.9391,0.9261,6.6615,6415,12.1659,119,2,117,222.2368,214014,44.6852,255,76,179,2.6137,2517,1.4542,13,2,11,311.4128,68.7205,0.8287,25.3424,16.6389,0.762,6.0517,9.3451,119,2,113.0246,105.0119,255,2,2.8287,1.8065,16,2,5.8494,8.1899,77,2,76.7836,93.5564,255,2,2.9001,1.904,16,2,0.2488
9937_2.tif,4b925e67-adcc-44bb-8ea6-e922e013feb3,Cell,,,VTA,Polygon,506.78,286.57,16.0505,18.2284,0.607,7.6223,3.1484,0.9287,5.6275,1148,7.552,38,2,36,61.5392,12554,29.3847,184,11,173,3.0588,624,2.043,12,2,10,72.6711,32.5213,0.8634,12.2221,7.8673,0.752,5.0033,6.9709,65,2,28.8992,26.4015,184,2,3.1274,2.2579,24,2,4.8212,6.7868,65,2,19.3734,15.7289,98,2,3.1474,2.3178,24,2,0.2208
9937_2.tif,a5a21a6b-7354-4d9b-b21e-d69a8bccf6b0,Cell,,,VTA,Polygon,496.74,286.14,20.8899,21.026,0.5938,7.2693,4.8199,0.7665,6.0076,1580,8.2887,59,2,57,66.3764,17457,29.681,187,11,176,3.5019,921,2.6542,16,2,14,116.9512,40.7762,0.8839,14.2697,10.9838,0.6467,5.4095,7.1698,59,2,29.788,28.0049,214,2,3.3372,2.62,20,2,5.2773,6.895,48,2,21.7017,20.0516,214,2,3.3008,2.612,20,2,0.1798
9937_2.tif,42cf0b90-18cb-4232-86ed-16779e4052dd,Cell,,,VTA,Polygon,566.29,288.45,26.9391,19.7742,0.8658,6.8289,5.4342,0.5137,3.5449,1184,4.4818,38,2,36,205.1916,68534,53.1979,255,37,218,2.4641,823,1.3657,15,2,13,83.0757,34.4905,0.8776,12.3139,9.9514,0.5392,3.8789,5.5548,45,2,95.0136,91.2957,255,2,2.7306,2.0453,25,2,4.0387,5.9971,45,2,42.2923,48.7472,249,2,2.8582,2.2906,25,2,0.321
9937_2.tif,92d8fc2d-34c1-4f83-92ee-7af4c2e1b5c3,Cell,,,VTA,Polygon,481.08,285.19,23.3902,19.6912,0.7581,6.8631,4.251,0.7982,6,1740,7.6962,53,2,51,132.7103,38486,42.8202,255,47,208,3.0966,898,2.1269,15,2,13,116.064,43.3109,0.7775,16.3237,9.8895,0.7805,5.2557,6.5818,53,2,43.6362,52.7427,255,2,3.1455,2.1322,21,2,5.0685,6.2602,51,2,21.2324,22.856,201,2,3.1578,2.1342,21,2,0.1977
9937_2.tif,fde71649-2f8e-418b-8eec-5e742a1fb55b,Cell,,,VTA,Polygon,475.33,290.4,30.3267,21.8211,0.8004,7.4834,5.2542,0.6941,4.5969,1756,6.9569,60,2,58,217.5,83085,43.9359,255,81,174,3.0759,1175,2.6938,24,2,22,87.7537,43.6884,0.5778,17.1348,9.1201,0.8977,4.7365,7.1576,67,2,93.9241,99.6439,255,2,3.0869,2.6417,24,2,4.8115,7.2668,67,2,27.5302,40.0562,255,2,3.0928,2.6152,23,2,0.344
9937_2.tif,357e582b-0397-4178-8b6e-4d8ba5a44fec,Cell,,,VTA,Polygon,519.84,292.42,58.153,27.7788,0.947,9.4032,7.8717,0.529,3.7931,2750,5.7703,42,2,40,236.5076,171468,36.007,255,96,159,2.72,1972,2.2447,24,2,22,209.2217,54.08,0.899,17.7085,15.434,0.4395,4.7802,7.2504,68,2,82.2825,99.7308,255,1,2.9619,2.2696,24,2,5.1623,7.7154,68,2,22.5852,22.7907,175,1,3.0555,2.2728,20,2,0.2798
9937_2.tif,9934819a-1982-460d-a023-26ac3785eccd,Cell,,,VTA,Polygon,552.29,294.01,29.5201,21.9782,0.768,8.6742,4.8424,0.8277,4.4649,1652,7.7011,72,2,70,77.5568,28696,39.8757,220,6,214,2.9,1073,2.1422,22,2,20,171.5553,49.658,0.8742,17.503,12.9644,0.6903,4.8812,7.6918,76,2,27.5134,31.2019,220,2,3.055,2.4295,27,2,4.9687,7.6892,76,2,16.9869,14.3792,101,2,3.0875,2.4851,27,2,0.1716
9937_2.tif,9ad0e6a5-a5dd-4e83-96ba-2aed17f1ad3f,Cell,,,VTA,Polygon,499.58,300.72,135.0181,57.1781,0.519,18.6359,12.4919,0.6653,6.1659,10334,10.3209,91,2,89,192.4535,322552,63.6708,255,1,254,5.1014,8550,5.7156,81,2,79,379.3252,75.9808,0.8257,24.9106,21.839,0.4868,5.3752,8.8909,91,2,85.3327,91.5511,255,1,4.0776,4.4763,81,2,4.9376,7.9583,80,2,26.0413,30.1495,243,1,3.5109,3.4861,48,2,0.3551
9937_2.tif,6d149b8d-9be8-430c-95aa-aebfbacb79a7,Cell,,,VTA,Polygon,430.31,294.56,37.4244,25.4833,0.7242,9.4746,5.298,0.8275,11.2714,5275,18.5162,107,2,105,194.3867,90973,55.8571,255,42,213,2.5726,1204,2.4145,26,2,24,167.6838,51.3152,0.8002,19.3296,11.7244,0.8114,7.1563,13.2437,124,1,65.6763,79.7042,255,2,2.8211,2.2487,26,2,5.9609,10.9809,124,1,28.2855,32.8617,255,2,2.8932,2.1937,22,2,0.2251
9937_2.tif,42fb5017-c5fc-466e-911b-28bf6bf7b68a,Cell,,,VTA,Polygon,448.92,294.46,21.2932,17.4721,0.8765,6.3058,4.4444,0.6704,3.6604,981,5.3932,42,2,40,180.3582,48336,68.6314,255,15,240,2.6306,705,2.0079,20,2,18,101.062,39.8665,0.7991,13.2832,11.7813,0.2481,4.5645,7.1159,50,2,51.1823,75.6247,255,1,2.7818,2.1517,20,2,4.8097,7.499,50,2,16.1427,15.4243,111,1,2.8229,2.1882,20,2,0.2114
9937_2.tif,751f93e6-171a-4ce7-8769-e5882881e7e9,Cell,,,VTA,Polygon,439.07,297.64,42.909,26.3703,0.7754,9.4195,6.5114,0.7387,7.9456,4235,14.2501,140,2,138,168.7936,89967,64.8452,255,28,227,2.4803,1322,1.4988,13,2,11,143.487,51.2043,0.6877,19.3361,11.9196,0.7702,5.6831,10.1487,140,2,70.5353,78.0385,255,2,2.7508,2.0764,24,2,4.7207,7.5795,57,2,28.7382,32.2075,230,2,2.8659,2.269,24,2,0.2995
9937_2.tif,fa0cda39-555b-49ea-8e48-eed1f669cb77,Cell,,,VTA,Polygon,477.34,298.33,30.004,20.7752,0.8736,7.287,5.7921,0.631,6.1273,2310,9.678,77,2,75,200.244,75492,54.4629,255,46,209,2.9655,1118,2.4595,24,2,22,143.3257,46.6951,0.826,17.0463,10.792,0.7717,4.4815,7.5946,77,2,52.3781,82.3114,255,2,2.764,2.2277,37,2,4.0392,6.8661,62,2,12.645,18.5021,178,2,2.7099,2.159,37,2,0.21
9937_2.tif,601686ed-fc9f-4b9c-9535-ec9800f83dc2,Cell,,,VTA,Polygon,455.86,301.61,33.3916,23.0738,0.7881,8.7018,5.2163,0.8253,5.2524,2185,8.2328,59,2,57,182.1851,75789,60.7484,255,38,217,2.8413,1182,2.5898,34,2,32,185.8314,52.1781,0.8577,18.5821,12.5847,0.7661,5.2108,8.0036,62,2,50.0898,70.1369,255,2,2.9536,2.6357,34,2,5.2017,7.9545,62,2,20.9995,22.3713,186,2,2.9783,2.6458,30,2,0.1793
9937_2.tif,03fa82ff-592f-4e31-a7d3-37df1de45264,Cell,,,VTA,Polygon,590.62,300.96,61.2986,29.3608,0.8936,10.2119,8.0577,0.623,4.1868,3182,6.8085,73,2,71,240.6329,182881,31.3823,255,84,171,2.8316,2152,2.4625,25,2,23,209.5443,54.4025,0.8897,19.1404,14.1669,0.6588,4.3871,7.1903,75,2,87.1127,103.6293,255,1,2.9773,2.7534,38,2,4.4698,7.3425,75,2,23.6678,31.623,255,1,3.0375,2.8635,38,2,0.2898
9937_2.tif,5df98d77-e162-4042-ac8b-2125ae993b5a,Cell,,,VTA,Polygon,515.83,302.56,12.2597,13.5737,0.8362,5.1996,3.1222,0.8033,3.1818,490,4.0656,22,2,20,113.9286,17545,67.9192,255,4,251,3.4091,525,3.022,17,2,15,99.3682,38.4025,0.8467,13.7052,9.1026,0.7248,4.7906,7.5965,59,2,29.2597,42.7645,255,2,3.1542,2.7446,22,2,5.0204,7.9491,59,2,17.1642,16.2316,115,2,3.1178,2.7022,22,2,0.1235
9937_2.tif,1ac50833-eaf4-4445-88f6-5395d3a48d24,Cell,,,VTA,Polygon,412.93,306.48,79.7688,44.7905,0.4997,17.29,8.1131,0.9015,4.7371,4685,7.7323,57,2,55,177.6501,175696,68.5751,255,8,247,2.9009,2869,2.5523,30,2,28,302.9439,68.7582,0.8052,25.2843,17.052,0.7809,4.657,7.5676,58,2,71.4717,77.5193,255,1,2.904,2.5655,46,2,4.6284,7.5091,58,2,33.5891,31.9051,255,1,2.9051,2.5707,46,2,0.2619
9937_2.tif,10f6b666-ae97-4a02-ac24-f1c6a8dbc45b,Cell,,,VTA,Polygon,577.81,305.85,44.2801,27.2307,0.7504,9.3659,6.7827,0.6365,5.4174,2985,8.8839,67,2,65,227.7223,125475,44.3976,255,65,190,2.8838,1589,2.3154,18,2,16,107.6758,42.835,0.7374,16.5031,9.7754,0.7578,4.79,7.8271,67,2,118.1913,104.4367,255,2,2.9776,2.5863,26,2,4.3507,6.9653,52,2,41.5057,53.6232,255,2,3.0432,2.7598,26,2,0.4113
9937_2.tif,06c4226a-93dd-4d46-8b5d-a900534f843b,Cell,,,VTA,Polygon,546.25,308.11,47.9097,28.8977,0.721,11.215,5.8248,0.8679,4.5403,2706,6.5056,39,2,37,202.5352,120711,57.6826,255,18,237,2.7097,1615,1.7864,13,2,11,243.3392,57.6973,0.9186,20.3884,15.8761,0.5571,4.882,7.1843,58,2,55.7498,79.3692,255,2,2.9811,2.3109,22,2,4.9661,7.3406,58,2,19.6142,20.4977,157,2,3.0479,2.4183,22,2,0.1966
9937_2.tif,a2dc03fb-0555-44d4-9e4b-48aa59e05aa6,Cell,,,VTA,Polygon,584.29,311.05,22.4224,19.86,0.7144,7.7421,3.7181,0.8885,5.6975,1601,9.2426,64,2,62,202.5587,56919,55.5566,255,54,201,3.2633,917,3.8944,32,2,30,87.8344,37.401,0.7891,12.9459,9.4019,0.6624,4.4386,7.3916,64,2,68.4881,89.8453,255,2,2.9341,2.7849,32,2,4.0025,6.5817,50,2,22.0345,37.5398,255,2,2.82,2.27,24,2,0.2516
9937_2.tif,56fb48f9-c742-4601-938d-26d628006587,Cell,,,VTA,Polygon,437.55,310.99,22.9063,20.4193,0.6904,6.8936,5.4849,0.5098,4.469,1296,6.7137,50,2,48,32.6862,9479,19.0609,92,2,90,3.0552,886,2.5089,17,2,15,179.2176,48.8929,0.9421,16.7103,13.1691,0.5611,4.4712,7.0629,55,2,19.5617,16.0861,101,2,2.9446,2.4168,27,2,4.4715,7.1155,55,2,17.5916,14.6115,101,2,2.9281,2.4029,27,2,0.1291
9937_2.tif,bcbd5cad-ab1b-4304-a8bb-4d1840dc1091,Cell,,,VTA,Polygon,399.57,310.41,49.6841,29.508,0.717,10.1651,7.5373,0.6727,5.077,3163,8.2807,67,2,65,45.1108,28104,22.7419,127,2,125,3.0305,1888,2.7006,35,2,33,183.8957,53.087,0.82,18.4943,13.9574,0.695,4.6375,7.5945,74,2,24.5473,21.017,127,2,2.9295,2.4496,35,2,4.4726,7.3164,74,2,16.8344,13.9812,89,2,2.8916,2.3484,29,2,0.2705
9937_2.tif,74d882e0-95b7-4678-bc4c-07f4c7fe3422,Cell,,,VTA,Polygon,379.38,311.62,31.2945,21.7193,0.8337,7.3655,5.3333,0.6948,7.5524,2953,11.1202,63,2,61,208.89,81676,56.0004,255,39,216,2.468,965,1.5084,12,2,10,178.9757,49.5679,0.9154,17.1856,13.5342,0.5619,4.8465,7.7697,63,2,58.425,81.5455,255,2,2.6353,2.0019,27,2,4.2683,6.7086,60,2,26.2765,39.0968,255,2,2.671,2.0909,27,2,0.1736
9937_2.tif,c33619ca-735d-45f2-bd79-6fffcaccedf3,Cell,,,VTA,Polygon,568.55,314.68,24.1161,19.8254,0.771,7.1526,4.7897,0.7316,4.2006,1298,7.2648,58,2,56,33.8511,10460,22.3042,131,2,129,3.8447,1188,3.3002,22,2,20,190.8321,49.9645,0.9606,17.1709,14.1912,0.5301,4.0059,6.6994,73,2,15.4347,15.9386,131,2,3.1567,2.8416,39,2,3.9767,6.6118,73,2,12.6696,12.614,81,2,3.0534,2.7523,39,2,0.1294
9937_2.tif,2ea4680d-b46d-42d1-aa1e-9e71a79f9bfb,Cell,,,VTA,Polygon,535.81,315.54,30.1653,22.4054,0.7551,8.3971,4.9309,0.818,3.6352,1385,4.1575,30,2,28,200.5984,76428,52.6942,255,70,185,2.7428,1045,1.6438,13,2,11,137.2765,47.231,0.7733,17.82,9.6971,0.8637,3.8745,4.8389,44,2,58.3032,83.3582,255,2,2.6839,1.6392,18,2,3.9434,5.0172,44,2,17.3557,25.36,255,2,2.6669,1.6381,18,2,0.22
9937_2.tif,c2e6f2cc-4496-4cc4-ac95-5d96ca00014c,Cell,,,VTA,Polygon,395.24,319.19,22.8256,20.5997,0.6759,7.2267,4.3884,0.8222,4.8581,1404,7.6864,69,2,67,41.8304,12089,22.6643,136,2,134,2.8166,814,2.3506,18,2,16,108.8856,40.4147,0.8377,15.0987,10.0409,0.7505,4.7633,7.5854,69,2,23.7028,19.3259,136,2,2.955,2.3792,20,2,4.7376,7.5613,52,2,18.7929,14.9248,98,2,2.9925,2.3866,20,2,0.2114
9937_2.tif,07cb2abd-0a60-4890-9089-1518b7e0229b,Cell,,,VTA,Polygon,529.34,321.85,37.747,24.6263,0.7822,8.9893,5.2841,0.7862,4.2881,2024,5.8172,47,2,45,227.1017,107192,43.6395,255,57,198,2.5169,1188,1.5071,16,2,14,155.2628,48.5511,0.8277,17.6075,10.4426,0.7822,4.444,6.4343,68,2,73.4834,94.5333,255,2,2.8102,2.048,27,2,4.4945,6.6231,68,2,23.6841,32.8946,255,2,2.9052,2.187,27,2,0.2413
9937_2.tif,66e3fab9-7cf0-4e9a-8c6b-b2d431080752,Cell,,,VTA,Polygon,410.77,319.17,12.663,14.0552,0.8055,5.4172,3.5566,0.7528,3.6478,580,4.7509,26,2,24,211.5598,33638,46.8768,255,62,193,2.5094,399,2.0279,19,2,17,40.6506,24.0617,0.8823,8.6933,6.7289,0.647,4.8304,7.1239,45,2,121.854,92.4566,255,2,2.5542,1.9698,19,2,5.3707,7.9242,45,2,80.8678,78.0549,255,2,2.5747,1.9453,18,2,0.3079
9937_2.tif,ad439617-ad81-4dc5-b23a-62e685037b90,Cell,,,VTA,Polygon,420.19,320.43,17.0991,16.9355,0.7492,6.3871,4.0036,0.7714,3.9495,861,6.2735,35,2,33,227.7752,49655,44.5454,255,62,193,2.2385,488,1.0196,10,2,8,77.833,33.3863,0.8775,12.0548,8.8746,0.6701,3.8309,6.3569,85,2,82.0436,99.4527,255,1,2.5031,1.6282,16,2,3.7962,6.3849,85,2,39.4571,64.6261,255,1,2.5804,1.76,16,2,0.2208
9937_2.tif,a647cfd6-8268-4e90-813d-ca0424c81eb3,Cell,,,VTA,Polygon,380.59,321.33,9.5174,11.8223,0.8557,4.4806,2.8399,0.7721,4.2742,530,6.7515,35,2,33,66.7661,8279,28.4188,147,7,140,2.6774,332,1.9278,13,2,11,66.3799,32.8546,0.7728,12.4759,8.1422,0.7699,5.0181,7.8185,52,2,28.8803,26.9488,147,2,2.8525,2.4116,24,2,5.1494,7.9891,52,2,22.1977,20.3656,115,2,2.8834,2.4871,24,2,0.1455
